Currency;CurrencyCd;ReportDate;Valuation
Australian Dollar;aud;07AUG2008;5.55055
Norwegian Kroner;nok;02JUN2020;1.07457
US Dollar;usd;08AUG2017;8.15135
US Dollar;usd;03JUL2016;8.42125
Australian Dollar;aud;10AUG2020;6.59509
Euro;eur;04NOV2020;10.67285
Australian Dollar;aud;07SEP2009;6.08440
US Dollar;usd;04AUG2013;6.61325
Danish Krone;dkk;05AUG2006;1.23408
United Kingdom Pound;gbp;03MAY2019;12.48293
Norwegian Kroner;nok;06NOV2014;1.07921
Danish Krone;dkk;06OCT2006;1.24361
United Kingdom Pound;gbp;08JUL2017;10.86581
Euro;eur;02NOV2018;10.30718
United Kingdom Pound;gbp;09APR2010;11.05790
Danish Krone;dkk;01JAN2011;1.20556
Norwegian Kroner;nok;09APR2016;0.98938
Danish Krone;dkk;04JUN2019;1.42243
Danish Krone;dkk;10DEC2017;1.33862
Norwegian Kroner;nok;05FEB2017;1.06648
United Kingdom Pound;gbp;08JUL2013;10.16020
Norwegian Kroner;nok;07NOV2008;1.14592
United Kingdom Pound;gbp;01MAR2013;9.68207
Norwegian Kroner;nok;05NOV2020;1.07457
Norwegian Kroner;nok;08JAN2019;1.04329
Danish Krone;dkk;02JUL2015;1.25348
Danish Krone;dkk;04JUL2013;1.15864
United Kingdom Pound;gbp;05MAR2015;12.72810
Danish Krone;dkk;07AUG2017;1.29382
US Dollar;usd;02APR2020;9.73445
Australian Dollar;aud;08JUN2014;6.17799
Norwegian Kroner;nok;04DEC2007;1.16094
Norwegian Kroner;nok;09JAN2010;1.25162
Euro;eur;02FEB2012;8.87603
Danish Krone;dkk;10JUN2011;1.21882
Euro;eur;01OCT2014;9.09986
United Kingdom Pound;gbp;08JUL2009;12.78010
Norwegian Kroner;nok;06MAY2014;1.09964
Australian Dollar;aud;07NOV2015;6.14874
Danish Krone;dkk;04SEP2015;1.26204
Euro;eur;10JUL2008;9.47153
Australian Dollar;aud;09SEP2017;6.40872
Australian Dollar;aud;10AUG2016;6.54202
US Dollar;usd;04AUG2009;7.12580
US Dollar;usd;09NOV2013;6.60320
US Dollar;usd;03JUL2010;7.58965
United Kingdom Pound;gbp;05JAN2016;12.58126
Norwegian Kroner;nok;03JUN2012;1.18455
Norwegian Kroner;nok;03DEC2012;1.17639
Danish Krone;dkk;02JUN2008;1.25624
Australian Dollar;aud;09DEC2020;6.59509
Norwegian Kroner;nok;06MAY2013;1.12085
Australian Dollar;aud;05SEP2009;6.11952
US Dollar;usd;09FEB2010;7.36630
Danish Krone;dkk;04DEC2011;1.21926
US Dollar;usd;09JUL2017;8.43455
US Dollar;usd;06JAN2006;7.70440
United Kingdom Pound;gbp;03JAN2017;11.22292
Euro;eur;06FEB2006;9.29616
Danish Krone;dkk;07JUN2015;1.25521
Norwegian Kroner;nok;04DEC2006;1.10399
United Kingdom Pound;gbp;08SEP2016;11.18946
Australian Dollar;aud;05OCT2010;6.48336
Euro;eur;03APR2007;9.36095
Norwegian Kroner;nok;07AUG2006;1.16423
Euro;eur;09SEP2006;9.32157
Euro;eur;01MAR2014;8.85465
Danish Krone;dkk;01JUL2017;1.29354
United Kingdom Pound;gbp;06NOV2012;10.69590
US Dollar;usd;06OCT2011;6.87270
United Kingdom Pound;gbp;02APR2008;11.89470
United Kingdom Pound;gbp;05DEC2008;12.27320
Australian Dollar;aud;06OCT2010;6.55237
Norwegian Kroner;nok;09JAN2013;1.17295
Norwegian Kroner;nok;02SEP2016;1.02979
Australian Dollar;aud;10MAY2009;5.90560
US Dollar;usd;03JUL2012;6.94515
Euro;eur;03JUL2009;10.88820
US Dollar;usd;01JUL2007;6.84330
Euro;eur;08APR2014;8.96520
United Kingdom Pound;gbp;02FEB2013;9.95844
Euro;eur;09JUN2014;9.07419
Australian Dollar;aud;08JUN2006;5.42020
United Kingdom Pound;gbp;01SEP2018;11.82920
Danish Krone;dkk;05JUN2018;1.37613
Norwegian Kroner;nok;08JUL2020;1.07457
US Dollar;usd;01DEC2020;9.73445
Norwegian Kroner;nok;08JUL2019;1.09524
US Dollar;usd;09FEB2012;6.62320
Norwegian Kroner;nok;04SEP2007;1.18467
Australian Dollar;aud;08NOV2019;6.59509
Danish Krone;dkk;09FEB2009;1.40062
Australian Dollar;aud;09JUL2007;5.79288
US Dollar;usd;10MAR2011;6.38805
Euro;eur;03OCT2006;9.33951
Danish Krone;dkk;09JUL2006;1.22627
United Kingdom Pound;gbp;03MAY2015;12.83262
Danish Krone;dkk;03AUG2008;1.26841
Euro;eur;06JAN2015;9.49148
Danish Krone;dkk;01JUN2009;1.41885
Euro;eur;06DEC2008;10.68000
United Kingdom Pound;gbp;07JAN2019;11.39191
United Kingdom Pound;gbp;07APR2007;13.63590
US Dollar;usd;01JUL2009;7.58540
Norwegian Kroner;nok;02JUN2019;1.08705
Euro;eur;01JUL2012;8.76153
Danish Krone;dkk;04AUG2007;1.23959
US Dollar;usd;09FEB2008;6.49360
United Kingdom Pound;gbp;10JAN2007;13.65420
Euro;eur;06AUG2015;9.54757
Norwegian Kroner;nok;05AUG2020;1.07457
Euro;eur;05JUL2016;9.44029
Australian Dollar;aud;01JAN2014;5.73954
US Dollar;usd;08DEC2007;6.40505
Norwegian Kroner;nok;10OCT2009;1.23945
Danish Krone;dkk;07DEC2007;1.25905
US Dollar;usd;08OCT2014;7.21085
Danish Krone;dkk;09SEP2008;1.27357
Danish Krone;dkk;08MAR2018;1.36910
Australian Dollar;aud;10MAR2007;5.52934
Danish Krone;dkk;06JAN2019;1.36990
Norwegian Kroner;nok;03JUN2010;1.21041
United Kingdom Pound;gbp;01JUL2019;11.79570
US Dollar;usd;06JAN2008;6.34415
Norwegian Kroner;nok;09JUL2015;1.04487
Euro;eur;06AUG2020;10.67285
Danish Krone;dkk;09AUG2015;1.28590
Australian Dollar;aud;09OCT2010;6.55963
United Kingdom Pound;gbp;07OCT2012;10.68600
US Dollar;usd;02JUN2013;6.62555
US Dollar;usd;09SEP2020;9.73445
United Kingdom Pound;gbp;07DEC2011;10.58270
Norwegian Kroner;nok;06AUG2011;1.18226
Euro;eur;08NOV2019;10.67285
Danish Krone;dkk;04APR2017;1.29210
United Kingdom Pound;gbp;10NOV2018;11.81446
Euro;eur;01AUG2008;9.46235
Norwegian Kroner;nok;03DEC2011;1.16761
Danish Krone;dkk;09DEC2019;1.42985
Danish Krone;dkk;08OCT2018;1.40139
US Dollar;usd;10JAN2014;6.49625
US Dollar;usd;10OCT2017;8.06730
Australian Dollar;aud;09MAR2007;5.52934
Norwegian Kroner;nok;09OCT2013;1.07881
Danish Krone;dkk;02APR2020;1.42985
United Kingdom Pound;gbp;04JUL2007;13.55140
Australian Dollar;aud;08JUL2007;5.76757
Danish Krone;dkk;09MAR2017;1.28414
Euro;eur;08FEB2018;9.90642
Norwegian Kroner;nok;05MAY2019;1.09555
Norwegian Kroner;nok;02SEP2020;1.07457
Danish Krone;dkk;07MAY2007;1.22956
Euro;eur;02SEP2017;9.49858
Danish Krone;dkk;02APR2006;1.26471
Australian Dollar;aud;05NOV2007;5.88713
US Dollar;usd;01MAR2019;9.23410
Norwegian Kroner;nok;08JAN2020;1.07457
US Dollar;usd;10AUG2018;9.13220
United Kingdom Pound;gbp;02JUN2015;12.92108
US Dollar;usd;06AUG2016;8.58220
Danish Krone;dkk;01SEP2019;1.45357
US Dollar;usd;05SEP2006;7.26470
US Dollar;usd;01MAY2010;7.22408
United Kingdom Pound;gbp;09OCT2019;12.03519
Danish Krone;dkk;05JUL2012;1.15759
Australian Dollar;aud;09NOV2019;6.59509
United Kingdom Pound;gbp;05JAN2020;12.03519
US Dollar;usd;07JUL2018;8.74760
Euro;eur;06JAN2020;10.67285
Norwegian Kroner;nok;10OCT2007;1.19062
Danish Krone;dkk;04JAN2007;1.21823
US Dollar;usd;04JUN2014;6.66310
Australian Dollar;aud;02JAN2014;5.79635
United Kingdom Pound;gbp;01MAY2016;11.70720
US Dollar;usd;07FEB2007;7.00860
Euro;eur;08JAN2012;8.85587
Danish Krone;dkk;09APR2010;1.30346
Euro;eur;08JAN2007;9.07908
Danish Krone;dkk;07FEB2011;1.17803
Norwegian Kroner;nok;09JUL2010;1.17864
United Kingdom Pound;gbp;09DEC2018;11.49935
Norwegian Kroner;nok;02JUN2018;1.08031
US Dollar;usd;01MAR2017;9.05520
United Kingdom Pound;gbp;03JAN2013;10.54010
Norwegian Kroner;nok;07FEB2006;1.15657
United Kingdom Pound;gbp;08NOV2019;12.03519
Euro;eur;05OCT2013;8.69340
US Dollar;usd;07JUL2014;6.84095
Australian Dollar;aud;10OCT2018;6.46557
US Dollar;usd;03JUL2014;6.83775
US Dollar;usd;06JUN2019;9.43145
United Kingdom Pound;gbp;01NOV2017;11.13604
Euro;eur;04JUN2007;9.33104
Australian Dollar;aud;08SEP2009;5.99430
Norwegian Kroner;nok;05FEB2018;1.01825
Euro;eur;03OCT2016;9.59104
Euro;eur;10MAY2007;9.22638
Danish Krone;dkk;03JUL2015;1.25785
Danish Krone;dkk;09APR2011;1.20402
Australian Dollar;aud;07NOV2011;6.82679
US Dollar;usd;04JUN2016;8.16120
Danish Krone;dkk;08FEB2010;1.36667
United Kingdom Pound;gbp;10MAY2013;10.14480
Norwegian Kroner;nok;05NOV2018;1.08504
US Dollar;usd;06AUG2014;6.92265
United Kingdom Pound;gbp;02APR2012;10.59230
Australian Dollar;aud;01FEB2015;6.39590
Australian Dollar;aud;08DEC2016;6.81749
Euro;eur;02MAY2014;9.03702
US Dollar;usd;10MAR2009;8.88990
Euro;eur;03SEP2020;10.67285
United Kingdom Pound;gbp;02NOV2006;13.74410
Norwegian Kroner;nok;09APR2012;1.16265
Norwegian Kroner;nok;02DEC2017;1.00994
Danish Krone;dkk;10OCT2015;1.24266
Euro;eur;02MAR2013;8.37934
US Dollar;usd;05SEP2010;7.24020
Norwegian Kroner;nok;03MAR2009;1.27704
United Kingdom Pound;gbp;01JAN2006;13.69610
Danish Krone;dkk;02NOV2020;1.42985
Danish Krone;dkk;01APR2007;1.25464
United Kingdom Pound;gbp;03JUL2018;11.66184
United Kingdom Pound;gbp;09JUN2009;12.55940
Australian Dollar;aud;08NOV2015;6.14874
Norwegian Kroner;nok;06AUG2013;1.10789
Euro;eur;08APR2019;10.41475
Norwegian Kroner;nok;05FEB2016;0.98430
Norwegian Kroner;nok;02MAR2017;1.07033
United Kingdom Pound;gbp;04APR2011;10.21330
US Dollar;usd;03MAR2020;9.73445
Euro;eur;02SEP2007;9.38282
United Kingdom Pound;gbp;07JUN2006;13.38360
Australian Dollar;aud;10JUL2015;6.23697
Australian Dollar;aud;07DEC2016;6.78066
Australian Dollar;aud;09AUG2008;5.56619
Danish Krone;dkk;07JUL2009;1.48159
United Kingdom Pound;gbp;10SEP2015;12.92301
United Kingdom Pound;gbp;03MAR2016;12.11822
Euro;eur;10JAN2014;8.88460
Euro;eur;03OCT2011;9.12703
US Dollar;usd;01MAY2012;6.74700
Danish Krone;dkk;06DEC2008;1.43405
United Kingdom Pound;gbp;04FEB2012;10.60360
US Dollar;usd;04OCT2006;7.35635
Australian Dollar;aud;07OCT2010;6.55758
United Kingdom Pound;gbp;06SEP2009;11.82980
Euro;eur;02SEP2012;8.32120
Danish Krone;dkk;08JAN2016;1.24430
US Dollar;usd;10DEC2012;6.68680
Euro;eur;09MAR2007;9.29833
Danish Krone;dkk;08APR2012;1.18271
United Kingdom Pound;gbp;03DEC2009;11.38860
Danish Krone;dkk;03JAN2009;1.45788
Euro;eur;03JUL2019;10.51497
United Kingdom Pound;gbp;02JUN2019;11.99970
United Kingdom Pound;gbp;04APR2019;12.15935
Norwegian Kroner;nok;07NOV2007;1.19135
Danish Krone;dkk;02JAN2010;1.38220
United Kingdom Pound;gbp;09JAN2018;11.14684
Euro;eur;08NOV2014;9.22972
US Dollar;usd;10DEC2010;6.91725
Australian Dollar;aud;09OCT2014;6.34804
Danish Krone;dkk;02FEB2018;1.31931
United Kingdom Pound;gbp;05SEP2020;12.03519
Norwegian Kroner;nok;06FEB2009;1.19995
Euro;eur;04AUG2013;8.77347
Australian Dollar;aud;10JUN2010;6.69473
Norwegian Kroner;nok;10APR2006;1.19227
US Dollar;usd;09SEP2018;9.07105
Australian Dollar;aud;08OCT2010;6.55963
US Dollar;usd;08OCT2012;6.63525
Norwegian Kroner;nok;02JUN2016;0.99678
Euro;eur;07SEP2019;10.61126
Norwegian Kroner;nok;03SEP2008;1.18215
Euro;eur;05JUL2011;9.06892
United Kingdom Pound;gbp;03NOV2020;12.03519
US Dollar;usd;04APR2019;9.27310
United Kingdom Pound;gbp;10SEP2007;13.77520
US Dollar;usd;02AUG2006;7.17885
United Kingdom Pound;gbp;09APR2006;13.39120
Norwegian Kroner;nok;06AUG2010;1.18987
US Dollar;usd;10JAN2010;7.13835
US Dollar;usd;04JUN2018;8.74975
United Kingdom Pound;gbp;02APR2020;12.03519
United Kingdom Pound;gbp;05MAY2018;11.94554
Australian Dollar;aud;08AUG2008;5.56619
Australian Dollar;aud;01MAR2008;5.77646
US Dollar;usd;05MAY2020;9.73445
US Dollar;usd;07SEP2013;6.64345
US Dollar;usd;06OCT2009;6.94185
Norwegian Kroner;nok;05FEB2014;1.04397
Danish Krone;dkk;03FEB2017;1.26971
Danish Krone;dkk;05FEB2014;1.18416
United Kingdom Pound;gbp;01NOV2009;11.59480
Euro;eur;02DEC2019;10.67285
Euro;eur;10NOV2011;9.08099
Australian Dollar;aud;09DEC2016;6.86743
Euro;eur;02FEB2017;9.41978
Australian Dollar;aud;10AUG2012;7.03532
Euro;eur;01OCT2009;10.20740
Norwegian Kroner;nok;05AUG2019;1.07875
United Kingdom Pound;gbp;03JAN2009;11.30430
United Kingdom Pound;gbp;04FEB2016;12.21657
US Dollar;usd;05SEP2008;6.63630
US Dollar;usd;07MAY2019;9.58420
US Dollar;usd;07JUL2016;8.56090
US Dollar;usd;03JUL2008;5.97060
US Dollar;usd;10DEC2008;8.08965
United Kingdom Pound;gbp;08SEP2008;11.75160
Danish Krone;dkk;02SEP2018;1.42315
Danish Krone;dkk;08SEP2010;1.24406
Danish Krone;dkk;05SEP2014;1.23291
US Dollar;usd;02JUN2011;6.17980
Danish Krone;dkk;06JUL2010;1.28849
US Dollar;usd;07JUL2020;9.73445
Danish Krone;dkk;06AUG2019;1.43698
US Dollar;usd;04AUG2011;6.48415
Australian Dollar;aud;09DEC2012;6.99681
United Kingdom Pound;gbp;04AUG2017;10.63117
United Kingdom Pound;gbp;04JUN2014;11.15770
Australian Dollar;aud;02JAN2018;6.39032
Norwegian Kroner;nok;09JAN2012;1.15323
United Kingdom Pound;gbp;09DEC2010;10.91360
US Dollar;usd;02JUN2015;8.43220
Danish Krone;dkk;05APR2016;1.24379
Euro;eur;09MAR2012;8.91173
Danish Krone;dkk;08DEC2020;1.42985
Norwegian Kroner;nok;09APR2014;1.09339
Euro;eur;01APR2020;10.67285
Norwegian Kroner;nok;06NOV2012;1.16966
Norwegian Kroner;nok;09JUL2011;1.17754
Norwegian Kroner;nok;08JAN2018;1.01587
Norwegian Kroner;nok;02DEC2020;1.07457
US Dollar;usd;03SEP2007;6.89695
Danish Krone;dkk;08AUG2016;1.28023
Euro;eur;08AUG2012;8.26345
Euro;eur;06MAY2013;8.55002
Australian Dollar;aud;02MAR2020;6.59509
Australian Dollar;aud;01JAN2010;6.42032
Norwegian Kroner;nok;09JAN2011;1.15589
US Dollar;usd;08AUG2019;9.58860
Euro;eur;09OCT2007;9.17599
Norwegian Kroner;nok;06NOV2013;1.09076
Norwegian Kroner;nok;02DEC2015;1.00795
Norwegian Kroner;nok;08APR2019;1.08278
Euro;eur;07OCT2015;9.28263
Danish Krone;dkk;09NOV2011;1.21758
US Dollar;usd;08AUG2015;8.82060
Norwegian Kroner;nok;09APR2010;1.21927
US Dollar;usd;04APR2015;8.61120
US Dollar;usd;09SEP2014;7.12560
United Kingdom Pound;gbp;09OCT2015;12.51031
Norwegian Kroner;nok;05MAY2018;1.09406
Australian Dollar;aud;05DEC2012;6.91420
Norwegian Kroner;nok;05MAY2016;0.99190
United Kingdom Pound;gbp;10MAR2010;10.66760
Euro;eur;01JAN2008;9.45807
Australian Dollar;aud;10DEC2020;6.59509
United Kingdom Pound;gbp;01JUL2015;13.03601
US Dollar;usd;08JUN2020;9.73445
Norwegian Kroner;nok;05MAY2017;1.02209
United Kingdom Pound;gbp;08NOV2011;10.53830
United Kingdom Pound;gbp;10SEP2011;10.30870
Norwegian Kroner;nok;09JUL2013;1.10017
Danish Krone;dkk;05MAY2010;1.29824
Danish Krone;dkk;03SEP2017;1.27635
US Dollar;usd;03MAY2015;8.34615
United Kingdom Pound;gbp;01SEP2014;11.63473
Euro;eur;04MAY2016;9.27026
Norwegian Kroner;nok;03DEC2008;1.16890
United Kingdom Pound;gbp;07OCT2008;12.41210
Australian Dollar;aud;05DEC2008;5.31808
US Dollar;usd;08JAN2007;6.97720
US Dollar;usd;04AUG2015;8.63420
US Dollar;usd;01DEC2018;9.09380
Euro;eur;08AUG2007;9.24011
Euro;eur;05NOV2009;10.41740
Danish Krone;dkk;02MAY2014;1.21075
Australian Dollar;aud;07NOV2007;5.91493
Euro;eur;06SEP2006;9.32042
Euro;eur;09MAR2017;9.54609
Euro;eur;01APR2010;9.72551
Norwegian Kroner;nok;02MAR2014;1.07128
Australian Dollar;aud;08DEC2012;6.99681
Euro;eur;05JUL2006;9.19095
United Kingdom Pound;gbp;09OCT2011;10.55040
Euro;eur;10AUG2009;10.23530
Danish Krone;dkk;03DEC2012;1.16113
Euro;eur;05JAN2012;8.85587
US Dollar;usd;02APR2012;6.61030
Norwegian Kroner;nok;01MAR2020;1.07457
Euro;eur;03JUL2014;9.30857
Euro;eur;02MAR2008;9.38431
Euro;eur;04DEC2006;9.01075
Euro;eur;09JUN2019;10.63977
Euro;eur;10NOV2006;9.09803
Australian Dollar;aud;01MAR2016;6.17378
Euro;eur;01OCT2019;10.67285
Australian Dollar;aud;06DEC2008;5.31808
United Kingdom Pound;gbp;09AUG2008;12.00030
Danish Krone;dkk;06JUN2017;1.31248
United Kingdom Pound;gbp;01JUL2011;10.07820
Danish Krone;dkk;01MAY2016;1.23075
Danish Krone;dkk;07MAR2006;1.26896
Danish Krone;dkk;09JUN2013;1.16637
Australian Dollar;aud;07DEC2012;6.99681
United Kingdom Pound;gbp;03MAR2008;12.22540
Norwegian Kroner;nok;03MAR2006;1.18168
United Kingdom Pound;gbp;01MAY2012;10.97940
Euro;eur;02JUN2020;10.67285
Euro;eur;02DEC2014;9.27689
United Kingdom Pound;gbp;05DEC2012;10.63940
Euro;eur;09DEC2018;10.26436
Norwegian Kroner;nok;02MAR2013;1.11857
Euro;eur;03NOV2012;8.62397
United Kingdom Pound;gbp;06FEB2015;12.71565
Norwegian Kroner;nok;02DEC2019;1.07457
Euro;eur;07JUL2008;9.40841
Australian Dollar;aud;07DEC2008;5.31808
United Kingdom Pound;gbp;06NOV2008;12.35490
United Kingdom Pound;gbp;06FEB2019;11.89184
US Dollar;usd;07NOV2006;7.13850
Euro;eur;04SEP2019;10.76026
Australian Dollar;aud;10JUL2011;6.83912
Norwegian Kroner;nok;03MAR2010;1.21565
United Kingdom Pound;gbp;02AUG2014;11.56713
Danish Krone;dkk;02JUL2016;1.26195
United Kingdom Pound;gbp;03SEP2013;10.26360
Euro;eur;07JUL2018;10.28105
Euro;eur;04FEB2019;10.42200
Danish Krone;dkk;02AUG2010;1.25521
Euro;eur;10NOV2016;9.89374
Danish Krone;dkk;02APR2007;1.25685
Australian Dollar;aud;02JAN2010;6.42032
United Kingdom Pound;gbp;03MAR2012;10.60980
US Dollar;usd;06OCT2007;6.47620
Australian Dollar;aud;01MAR2020;6.59509
Norwegian Kroner;nok;08OCT2019;1.07457
Norwegian Kroner;nok;06MAY2009;1.21410
United Kingdom Pound;gbp;10NOV2014;11.76830
Euro;eur;06SEP2011;9.03909
US Dollar;usd;01MAR2015;8.34980
Danish Krone;dkk;03OCT2011;1.22628
Norwegian Kroner;nok;03DEC2010;1.13983
Euro;eur;07APR2006;9.32278
Norwegian Kroner;nok;09OCT2015;1.00956
Euro;eur;03APR2017;9.51652
Danish Krone;dkk;05MAR2008;1.25647
US Dollar;usd;01JAN2020;9.73445
Norwegian Kroner;nok;02SEP2018;1.09273
Norwegian Kroner;nok;10OCT2008;1.14241
Danish Krone;dkk;06DEC2009;1.38865
Euro;eur;05OCT2018;10.44297
Norwegian Kroner;nok;03JUN2008;1.17316
Euro;eur;07MAR2020;10.67285
Danish Krone;dkk;08MAY2020;1.42985
US Dollar;usd;09JUL2019;9.48545
United Kingdom Pound;gbp;02DEC2012;10.64470
Danish Krone;dkk;08MAY2006;1.24791
US Dollar;usd;05MAY2018;8.84560
US Dollar;usd;06AUG2012;6.73210
Euro;eur;06FEB2011;8.82699
Euro;eur;05APR2014;8.95909
Australian Dollar;aud;03FEB2019;6.55297
Euro;eur;10JAN2019;10.23935
Norwegian Kroner;nok;05NOV2017;1.03207
Australian Dollar;aud;01APR2013;6.78723
Euro;eur;06FEB2016;9.41698
Danish Krone;dkk;08JUL2008;1.26372
Euro;eur;07MAR2010;9.68858
Danish Krone;dkk;07JUL2010;1.28734
US Dollar;usd;08OCT2008;7.09395
United Kingdom Pound;gbp;04OCT2016;10.98248
United Kingdom Pound;gbp;01JAN2014;10.65120
Norwegian Kroner;nok;03JUN2009;1.21229
Danish Krone;dkk;03MAY2013;1.14292
Australian Dollar;aud;01FEB2011;6.45110
United Kingdom Pound;gbp;01JUL2007;13.72050
Euro;eur;05APR2009;10.78030
Norwegian Kroner;nok;06NOV2010;1.14464
United Kingdom Pound;gbp;04JUN2018;11.69098
United Kingdom Pound;gbp;10NOV2010;10.88170
United Kingdom Pound;gbp;04OCT2020;12.03519
United Kingdom Pound;gbp;06JUN2017;11.20839
Danish Krone;dkk;02OCT2012;1.14424
Euro;eur;02JUN2010;9.56880
Norwegian Kroner;nok;08APR2018;1.07366
Euro;eur;04SEP2009;10.30460
Euro;eur;01APR2015;9.30190
Norwegian Kroner;nok;02JUN2013;1.12701
Norwegian Kroner;nok;10JUL2007;1.15272
Australian Dollar;aud;01JUL2020;6.59509
US Dollar;usd;10OCT2011;6.66400
US Dollar;usd;03DEC2019;9.73445
Australian Dollar;aud;06DEC2012;6.95373
Australian Dollar;aud;10DEC2016;6.86743
Danish Krone;dkk;06NOV2015;1.25503
United Kingdom Pound;gbp;04APR2015;12.75965
Euro;eur;08FEB2008;9.40436
US Dollar;usd;06AUG2010;7.04950
Danish Krone;dkk;01APR2008;1.25930
Danish Krone;dkk;07JUN2016;1.24190
Australian Dollar;aud;01MAY2018;6.55240
Danish Krone;dkk;02NOV2006;1.23281
US Dollar;usd;08OCT2006;7.36330
United Kingdom Pound;gbp;09MAY2016;11.74454
Danish Krone;dkk;05NOV2016;1.33879
Australian Dollar;aud;10AUG2008;5.56619
Norwegian Kroner;nok;09APR2013;1.12084
Euro;eur;09JUN2009;10.81510
Danish Krone;dkk;04OCT2009;1.37788
United Kingdom Pound;gbp;06APR2018;11.80835
Danish Krone;dkk;10JAN2014;1.19059
Australian Dollar;aud;10SEP2013;6.09478
Norwegian Kroner;nok;02JUN2015;1.08138
Norwegian Kroner;nok;05AUG2017;1.02557
Norwegian Kroner;nok;09JAN2009;1.13181
United Kingdom Pound;gbp;05JAN2012;10.70660
Norwegian Kroner;nok;10OCT2006;1.10669
US Dollar;usd;06JUN2015;8.34125
US Dollar;usd;10JAN2012;6.87725
United Kingdom Pound;gbp;10MAY2009;11.73830
Euro;eur;07OCT2010;9.28114
United Kingdom Pound;gbp;03JUL2010;11.52260
Danish Krone;dkk;06APR2015;1.25314
Danish Krone;dkk;05APR2017;1.28776
United Kingdom Pound;gbp;07MAR2014;10.70480
Euro;eur;04DEC2011;9.06423
United Kingdom Pound;gbp;10MAR2006;13.60610
US Dollar;usd;09NOV2009;6.85920
United Kingdom Pound;gbp;01MAY2008;11.95300
Danish Krone;dkk;03MAR2011;1.18243
Norwegian Kroner;nok;02MAR2015;1.08519
Danish Krone;dkk;10JUN2012;1.20531
Danish Krone;dkk;09MAY2019;1.45015
Australian Dollar;aud;08SEP2013;6.11164
United Kingdom Pound;gbp;07MAR2010;10.72330
US Dollar;usd;03JUL2006;7.20305
US Dollar;usd;01DEC2014;7.39895
Euro;eur;08MAY2010;9.78815
Euro;eur;10DEC2012;8.64670
Danish Krone;dkk;04APR2018;1.38564
Norwegian Kroner;nok;03MAR2008;1.18828
Danish Krone;dkk;08DEC2006;1.21462
Australian Dollar;aud;10NOV2019;6.59509
Danish Krone;dkk;02JAN2011;1.20556
Danish Krone;dkk;04JUL2014;1.24769
Danish Krone;dkk;07NOV2013;1.17289
Danish Krone;dkk;02MAR2012;1.18893
Danish Krone;dkk;03DEC2013;1.18712
United Kingdom Pound;gbp;06FEB2007;13.89600
United Kingdom Pound;gbp;10JUL2012;10.82230
Norwegian Kroner;nok;05NOV2019;1.07457
Euro;eur;05APR2019;10.42806
United Kingdom Pound;gbp;02DEC2016;11.65812
Australian Dollar;aud;02FEB2015;6.46739
Australian Dollar;aud;09SEP2013;6.08797
Euro;eur;01JAN2013;8.59972
Euro;eur;03JAN2015;9.48510
United Kingdom Pound;gbp;05JUL2017;10.98389
Australian Dollar;aud;09NOV2011;6.80250
United Kingdom Pound;gbp;08FEB2014;10.62160
Norwegian Kroner;nok;09APR2011;1.15139
US Dollar;usd;04JUN2012;7.17415
Norwegian Kroner;nok;03SEP2009;1.19591
Euro;eur;08MAY2015;9.26028
Danish Krone;dkk;03NOV2019;1.42985
US Dollar;usd;07NOV2008;7.83260
Danish Krone;dkk;09JAN2015;1.27517
United Kingdom Pound;gbp;08NOV2007;13.28720
Australian Dollar;aud;04FEB2015;6.41106
Euro;eur;07OCT2020;10.67285
United Kingdom Pound;gbp;08JUN2020;12.03519
Australian Dollar;aud;10SEP2017;6.40872
US Dollar;usd;07JUL2012;7.02650
US Dollar;usd;08OCT2010;6.68770
Euro;eur;07JAN2009;10.61750
US Dollar;usd;02JUN2009;7.48970
Euro;eur;03JAN2020;10.67285
Australian Dollar;aud;03JAN2018;6.40802
Norwegian Kroner;nok;09JUL2012;1.14886
Norwegian Kroner;nok;03DEC2009;1.21952
Norwegian Kroner;nok;02SEP2017;1.02353
Euro;eur;01JAN2018;9.82400
United Kingdom Pound;gbp;04OCT2012;10.68600
United Kingdom Pound;gbp;07JUL2016;11.10905
US Dollar;usd;08JUN2016;8.10570
US Dollar;usd;03MAY2013;6.48160
Australian Dollar;aud;09NOV2015;6.13237
US Dollar;usd;02APR2016;8.12930
Australian Dollar;aud;01JUL2016;6.30962
United Kingdom Pound;gbp;02DEC2020;12.03519
Norwegian Kroner;nok;03JUN2006;1.18666
Danish Krone;dkk;06MAY2009;1.41621
Australian Dollar;aud;04JAN2018;6.37999
United Kingdom Pound;gbp;10NOV2006;13.54040
Euro;eur;01SEP2009;10.24680
Danish Krone;dkk;01FEB2020;1.42985
US Dollar;usd;10MAR2007;7.09390
Australian Dollar;aud;09NOV2007;5.80774
Australian Dollar;aud;08OCT2006;5.46688
United Kingdom Pound;gbp;01SEP2006;13.87180
United Kingdom Pound;gbp;03MAY2011;9.96419
US Dollar;usd;06APR2020;9.73445
United Kingdom Pound;gbp;05JAN2008;12.52940
Norwegian Kroner;nok;08JUL2017;1.00760
US Dollar;usd;09FEB2006;7.74515
Norwegian Kroner;nok;09OCT2010;1.14915
Norwegian Kroner;nok;08JAN2017;1.05741
Danish Krone;dkk;09OCT2017;1.28121
Norwegian Kroner;nok;08APR2020;1.07457
Danish Krone;dkk;07OCT2020;1.42985
US Dollar;usd;02FEB2019;9.02800
